SSID,Filename,File Count,Creator[4599],Publisher[3099011],Title[4601],Image View Type[4603],Date[4604],Materials/Techniques[4608],Measurements[4609],Artstor Classification[4610],Work Type[4867],Repository[4612],Call Number[4613],Creation/Discovery Site[4615],Country[4619],Description[4620],Subject[4621],Relationships[4622],Source[4623],Photographer[4624],Image Date[4625],ID Number[4626],Rights[4627],ARTstor Id[4628],Resource Type[1040493],Media URL
13693720,Manual_de_supervivencia1.tif,2,"Moiseeff, Iván, 1975-|Castromán, Esteban.|Iglesias, Lorena.",,Manual de supervivencia para los días del gran desastre : un libro de autoayuda para los sobreviventes de la especie humana,(Cover & interior images),2008,Binding method -- Case binding (handmade)|Printing / production method -- Commercial production.,77 p. : ill. ; 21 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M65 M36 2008,"Buenos Aires, Argentina : Clase Turista",,,"Survival -- Handbooks, manuals, etc.|End of the world -- Handbooks, manuals, etc.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,Manual_de_supervivencia1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693720/representation-view
13693716,Ritual_de_mis_piernas1.tif,2,"Neruda, Pablo, 1904-1973",,Ritual de mis piernas = Liturgy of my legs,(Cover & interior images),2014,"Binding method -- Folded single sheet.|Printing / production method -- Photocopy.|Printing / production method -- Hand drawing, inking, or painting.|Printing / production method -- Collage.|Painted bindings (Binding) -- Cuba -- Matanzas -- 21st century.","2 folded sheets : color illlustrations ; 50 x 13 cm, in container, folded to 20 x 13",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M538 R58 2014 ,"Matanzas, Cuba : Ediciones Vigía",,,Artists' books -- Cuba -- Matanzas -- 21st century.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,Ritual_de_mis_piernas1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693716/representation-view
13693714,Las_paredes1.tif,2,"Hodelín Santana, Hugo",,Las paredes del tiempo,(Cover & interior images),2013,"Binding method -- Stapled through side.|Printing / production method -- Collage.|Printing / production method -- Hand drawing, inking, or painting.|Printing / production method -- Photocopy.|Endpapers (Binding) -- Cuba -- Matanzas -- 21st century.|Slipcases (Binding) -- Cuba -- Matanzas -- 21st century.|Hand binding.|Cardboard.|Hand coloring.|Nails (fasteners).|Boxes (containers).",78 unnumbered pages : illustrations (some color) ; 22 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M538 P3 2013 ,"Matanzas : Ediciones Vigía, 2013",,,Nostalgia -- Poetry.|Solitude -- Poetry.|Vodou in art -- Specimens.Limitation statements (Publishing) -- Cuba -- Matanzas -- 21st century.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,Las_paredes1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693714/representation-view
13693712,El_ruego1.tif,2,"Mistral, Gabriela, 1889-1957",,El ruego = The prayer,(Cover & interior images),2014,"Binding method -- Folded single sheet.|Printing / production method -- Photocopy.|Printing / production method -- Hand drawing, inking, or painting.|Painted bindings (Binding) -- Cuba -- Matanzas -- 21st century.|Decorated papers (Binding) -- Cuba -- Matanzas -- 21st century.","2 sheets : illustrations (part color) ; 45 x 16 cm, in cardboard folder (28 x 20 cm)",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M538 R8 2014 ,Matanzas : Ediciones Vigía,,,Prayer.|Spirituality.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,El_ruego1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693712/representation-view
13693710,El_partido_de_Jose1.tif,2,"Rodríguez, Pedro Pablo, 1946-",,El partido de José Marti,(Cover & interior images),2013,Binding method -- Stapled through side.|Printing / production method -- Photocopy.|Printing / production method -- Hand drawing or inking.|Printing / production method -- Collage.,59 pages : illustrations ; 25 x 16 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M538 P35 2013 ,"Matanzas, Cuba : Ediciones Vigia",,,Cuba -- History -- 1878-1895.|Cuba -- Politics and government -- 1810-1899.|Limitation statements (Publishing).|Private press books (Publishing) -- Ediciones Vigía.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,El_partido_de_Jose1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693710/representation-view
13693708,Got_a_minute1.tif,2,"Miller, Jane",,Got a minute?,(Cover & interior images),c1999,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,[20] p. : chiefly ill. ; 13 x 18 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M544 G6 1999 ,"Houston, Texas : Rice University Art Gallery",,,Time in art.|Installations (Art) -- Texas -- Houston -- Exhibitions.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,Got_a_minute1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693708/representation-view
13693706,De_la_memoria1.tif,2,"Hernández Milián, Juan Luis, 1938- ",,De la memoria : glosa para Eliseo Diego,(Cover & interior images),2013,Binding method -- Accordion fold.|Printing / production method -- Photocopy.|Printing / production method -- Collage.|Printing / production method -- Assemblage.|Printing / production method -- Hand drawing or inking.|Collage (technique).,2 folded leaves : illustrations ; 33 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M538 D4 2013 ,"Matanzas, Cuba : Ediciones Vigía",,,Memory.|Alzheimer's disease.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/08/2016,De_la_memoria1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13693706/representation-view
13691457,memoryloss1.tif,4,"McCarney, Scott",,Memory loss ,(Cover & interior images),1988,Binding method: Accordion fold.|Binding method: Venetian blind book.|Printing/production method: Offset. ,115 x 57 cm. folded to 7 x 57 cm; 1 sheet.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M33 A4 1988,"Rochester, NY: S.L. McCarney",,,Memory in art.|Brain Injuries -- psychology.|Brain Injuries -- rehabilitation.|Brain -- Wounds and injuries -- Patients -- Family relationships.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/06/2016,memoryloss1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691457/representation-view
13691455,Tourist_Refugee1.tif,2,"Meador, Clifton.",,Tourist / refugee.,(Cover & interior images),2005,Binding method -- Perfect binding.|Printing / production method -- Commercial production.,,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M43 T68 2005,New York : College Art Association,,,Refugees in art.|Hotels -- Georgia (Republic) -- T?bilisi -- Pictorial works.|Genocide -- Georgia (Republic) -- Abkhazia.|Abkhazia (Georgia) -- Ethnic relations.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/07/2016,Tourist_Refugee1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691455/representation-view
13691453,Memory_lapse1.tif,2,"Meador, Clifton.",,Memory lapse,(Cover & interior images),1999,Binding method -- Case binding.|Binding method -- Smyth sewing.|Printing / production method -- Offset.,1 v. (unpaged) : ill. (some col.) ; 21 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M43 M45 1999,"Atlanta, Ga. : Nexus Press",,,"Solovet?ski? monastyr?.|White Sea (Russia)|Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/07/2016,Memory_lapse1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691453/representation-view
13691449,Palpung_Parkhang1.tif,2,"Meador, Clifton",,Palpung Parkhang ; Kandze Village bodhisattva ; Dzogchen village home,(Cover & interior images),2012,Binding method -- Pamphlet binding.|Binding method -- Dos-à-dos variations.|Binding method -- Accordion fold.|Printing / production method -- Offset.|Printing / production method -- Letterpress.,"[29], [49], 45 p. : chiefly ill. (some col.), map ; 23 cm",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M43 P35 2012 ,[Chicago] : Clifton Meador,,,"Dpal-spu?s Dgon-pa (Dege Xian, China).|Wood-engraving, Tibetan.|Monasteries in art.|Ganzi Zangzu Zizhizhou (China) -- Description and travel.|Ganzi Zangzu Zizhizhou (China) -- Pictorial works.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/07/2016,Palpung_Parkhang1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691449/representation-view
13691447,La_senal1.tif,2,"Espino Ortega, José Manuel, 1966-",,La señal,(Cover & interior images),2014,Binding method -- Shadow box.|Printing / production method -- Assemblage.|Printing / production method -- Unknown.|Corrugated board bindings (Binding) -- Cuba -- Matanzas -- 21st century.,"1 sheet ; 8 x 57 cm + 1 glass vial, in container",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M537 S37 2014 ,Matanzas : Ediciones Vigía,,,Artists' books -- Cuba -- Matanzas.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/07/2016,La_senal1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691447/representation-view
13691444,El_gordo1.tif,1,"Díaz Eterovi?, Ramón, 1956-",,El gordo de los boleros y otros cuentos,(Cover),2011,"Binding method -- Cartonera binding.|Binding method -- Pamphlet binding.|Printing / production method -- Photocopy.|Printing / production method -- Hand drawing, inking, or painting.|Printing / production method -- Collage.|Corrugated board bindings (Binding) -- Spain -- 21st century.",35 pages ; 25 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M466 G67 2011 ,Madrid : Meninas Cartoneras,,,"Chapbooks, Spanish -- Spain -- Madrid -- Specimens.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/06/2016,El_gordo1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691444/representation-view
13691442,Artists_book1.tif,2,"Mekas, Jonas, 1922-",,Artists' book,(Cover & interior images),2003,Binding method -- Smyth sewing.|Printing / production method -- Commercial production.,1 v. (unpaged) : ill. ; 23 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M45 A4 2003 ,Paris : Onestar Press,,,Letters in art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/06/2016,Artists_book1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13691442/representation-view
13604311,Peoples_portraits_of_Bush1.tif,2,"Matott, Drew Luan.",,The people's portraits of Bush.,(Cover & interior images),[2006],Binding method -- Case binding (handmade)|Printing / production method -- Letterpress.,1 v. (unpaged) : col. ill. ; 22 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M383 P47 2006,[Chicago : D.L. Matott],,,"Bush, George W. (George Walker), 1946- -- Portraits.|Pulp painting.|Handmade papers (Paper)",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,Peoples_portraits_of_Bush1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604311/representation-view
13604309,Far_horizons1.tif,2,"McCarney, Scott.",,Far horizons,(Cover & interior images),1998,Binding method -- Map fold variations.|Binding method -- Accordion fold.|Printing / production method -- Offset.,1 v. : ill. ; 18 x 18 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M33 A4 1998,"Rochester, N.Y. : S. McCarney",,,Gardens in art.|Photographic bookworks.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,Far_horizons1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604309/representation-view
13604307,El_gran_salto1.tif,2,"Martínez Monter, Miguel Ángel, author.|Ramírez Gonzáles, Betsabe, illustrator.",,El gran salto,(Cover & interior images),2015,"Binding method -- Cartonera binding.|Printing / production method -- Hand drawing, inking, or painting.|Printing / production method -- Unknown.",29 pages : illustrations (some color) ; 22 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M3753 G8 2015,"Pachuca de Soto, Hidalgo, [Mexico] : Pachuk Cartonera",,,Children's literature.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,El_gran_salto1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604307/representation-view
13604305,La_felicidad1.tif,2,"Mancera Vivas, Kevin Simón, 1982-",,La felicidad : America Latina,(Cover & interior images),2012,Binding method -- Case binding.|Printing / production method -- Commercial production.,1 volume (unpaged) : illustrations (some color) ; 25 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M28 F4 2012 ,"[Bogotá, Colombia] : Jardin Publicaciones",,,Happiness.|Travel in art.|Latin America -- In art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,La_felicidad1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604305/representation-view
13604303,Cosas_de_viaje1.tif,2,"Mancera Vivas, Kevin Simón, 1982-",,Cosas de viaje,(Cover & interior images),2012,Binding method -- Pamphlet binding.|Printing / production method -- Unknown.,36 unnumbered pages : all illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M28 S63 2013 ,"[Bogotá, Colombia] : Jardín Publicaciones",,,Travel in art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,Cosas_de_viaje1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604303/representation-view
13604301,Kitchen_stories1.tif,2,"Maximova, Eugenia",,Kitchen stories from the Balkans,(Cover & interior images),2014,Binding method -- Case binding.|Printing / production method -- Offset.,1 volume (unpaged) : chiefly color illustrations ; 22 x 27 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M327 K5 2014 ,[Bulgaria] : Eugenia Maximova Photography,,,Photography of interiors.|Kitchens -- Balkan Peninsula -- Pictorial works.|Cooking -- Balkan Peninsula.|Cookbooks -- Balkan Peninsula.|Self-published photobook.|Photobooks.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,Kitchen_stories1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604301/representation-view
13604297,Siempre_te_amare1.tif,2,"Magallanes, Alejandro",,Siempre te amaré,(Cover & interior images),2012,Binding method -- Case binding.|Printing / production method -- Offset.,128 unnumbered pages : chiefly illustrations (some color) ; 24 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M264 S45 2012 ,Cuidad de México : Ediciones Acapulco,,,"Drawing, Mexican -- 21st century.|Prints, Mexican -- 21st century.|Construction paper.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/04/2016,Siempre_te_amare1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13604297/representation-view
13529879,Prehensil1.tif,2,"Mandelik, Laura, 1977- ",,Prensil,(Cover & interior images),2013,Binding method -- Map fold variations.|Printing / production method -- Unknown.,"1 folded sheet (48 panels) : illustrations ; 60 x 37 cm, folded to 14 x 9 cm",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M294 P75 2013 ,"Asunción, Paraguay : Okara Japu editorial",,,Visual poetry.|Concrete poetry.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/01/2016,Prehensil1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529879/representation-view
13529877,Asul1.tif,2,"Magallanes, Alejandro",,Asul,(Cover & interior images),2012,Binding method -- Case binding (handmade).|Printing / production method -- Risograph.,32 unnumbered pages : illustrations ; 24 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M264 A95 2013 ,Cuidad de México : Ediciones Acapulco,,,"Drawing, Mexican -- 21st century.|Prints, Mexican -- 21st century.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/01/2016,Asul1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529877/representation-view
13529875,Age_specific1.tif,2,"Marsico, Dennis",,Age-specific,(Cover & interior images),2012,Binding method -- Accordion fold.|Printing / production method -- Letterpress.|Printing / production method -- Digital print (digital press).,13 sequences in 1 box ; 13 x 7 x 16 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M373 A35 2012 ,[Pittsburgh] : Dionysus Press,,,Baby boom generation.|Aging.|Middle age -- Social aspects.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/01/2016,Age_specific1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529875/representation-view
13529433,Relation1.tif,2,"Lovett, Ann.",,Relation,(Cover & interior images),c1999,Binding method -- Flag book.|Printing / production method -- Offset.,1 v. : ill. ; 17 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L68 R45 1999,"Rosendale, N.Y. : Women's Studio Workshop",,,,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/31/2016,Relation1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529433/representation-view
13529431,Recordar_el_camino1.tif,2,"Lugo, Hugo, artist.",,Recordar el camino,(Cover & interior images),[2014],Binding method -- Smyth sewing.|Binding method -- Case binding.|Printing / production method -- Offset.,108 pages : illustrations (chiefly color) ; 26 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L84 R43 2014,Bielefeld : Kerber,,,"Drawing, Mexican -- 21st century.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/31/2016,Recordar_el_camino1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529431/representation-view
13529426,Los_campos_magneticos1.tif,1,"Lamberti, Luciano",,Los campos magnéticos,(Cover),2012,"Binding method -- Cartonera binding.|Binding method -- Pamphlet binding.|Printing / production method -- Hand drawing, inking, or painting.|Painted bindings (Binding) -- Argentina -- Córdoba -- 21st century.|Corrugated board bindings (Binding) -- Argentina -- Córdoba -- 21st century.",65 pages ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L726 C28 2012 ,"Ciudad de Córdoba, Argentina : La Sofía Cartonera",,,Small press books -- Argentina -- Córdoba -- Specimens.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/31/2016,Los_campos_magneticos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529426/representation-view
13529424,Como_nieve1.tif,2,"Macías Díaz, Daniel, 1965-",,"Como nieve en Sevilla, o, Sobre la depresión del 10",(Cover & interior images),2010,"Binding method -- Cartonera binding.|Printing / production method -- Digital print (unspecified).|Printing / production method -- Collage.|Printing / production method -- Hand drawing, inking, or painting.|Corrugated board bindings (Binding).","79 p. : ill. ; 22 cm + 1 folded sheet ([8] p. : ill. ; 21 x 30 cm., folded to 21 x 8 cm.)",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M248 C66 2010 ,Sevilla : Editorial Ultramarina Cartonera & Digital,,,"Chapbooks, Spanish -- Spain -- Seville -- Specimens.|Small press books -- Spain -- Seville -- Specimens.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/31/2016,Como_nieve1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529424/representation-view
13529422,Switching_places1.tif,2,"MacCallum, Marlene",,Switching places,(Cover & interior images),2014,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,32 unnumbered pages : illustrations ; 28 cm,Prints,Artist's book,Joseph C. Sloane Art Library,Bound Serials JAB no.35(Spring 2014) Suppl.,"Chicago : Center for Book et Paper Art, Columbia College",,,Home.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/31/2016,Switching_places1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13529422/representation-view
13517993,You_are_what_you_see1.tif,2,"Lide, Elizabeth.",,You are what you see : a trilogy of books based on the library of Mary Hambidge,(Cover & interior images),c1993,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,1 portfolio (3 v.) : ill. ; 22 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L53 Y69 1993,"Atlanta, Ga. : Nexus Press",,,"Hambidge, Mary, 1885-1973 -- Library.|Books -- Private collections -- In art.|Women in art.|Appropriated text.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,You_are_what_you_see1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517993/representation-view
13517990,Thorn_upon_the_rose1.tif,2,"Lide, Elizabeth.|Kayhart, Paul.",,Thorn upon the rose : notes from Ireland,(Cover & interior images),[1998],Binding method -- Loose-leaf in enclosure.|Printing / production method -- Unknown.,"1 portfolio (6 p., [29] cards) : ill. ; 19 cm. + 1 sound disc (digital ; 4 3/4 in.).",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L53 T49 1998,"Atlanta, Ga. : MXPress",,,Travel in art.|Artistic collaboration.|Ireland -- Description and travel.|Multimedia artists' books.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Thorn_upon_the_rose1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517990/representation-view
13517988,Sunrise_and_sunset_at_Praiano1.tif,2,"LeWitt, Sol, 1928-2007.",,Sunrise & sunset at Praiano,(Interior images),1980,"Binding method -- Library bound, original binding unknown.|Printing / production method -- Commercial production.",[16] leaves of plates : all col. ill. ; 21 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L48 S87 1980,New York : Rizzoli : Multiples,,,Sun -- Rising and setting -- Pictorial works.|Photographic sequence.|Photographic bookworks.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Sunrise_and_sunset_at_Praiano1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517988/representation-view
13517986,Seres_acotados1.tif,2,"López Rotella, Javier.",,Seres acotados,(Cover & interior images),1999,Binding method -- Perfect binding.|Printing / production method -- Commercial production.,75 p. : ill. ; 14 x 24 cm. + 1 CD-ROM (b&w ; 4 3/4 in.).,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L665 S5 1999,"Mendoza, Argentina : Zeta",,,Spirituality -- Poetry.|Death -- Poetry.|Multimedia artists' books.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Seres_acotados1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517986/representation-view
