itemKey,title,ISBN,extra,date,creators
7U95FML6,"The Candy Button Book",,,"1996-00-00 1996","Dubansky, Mindell"
URPYB2MG,"The case for the burial of ancestors, Book I","0898220130 (Visual Studies Workshop : pbk.)",,"1981-00-00 1981","Zelevansky, Paul"
TBYUXCN9,"The case for the burial of ancestors. Book 3",,,"1991-00-00 1991","Zelevansky, Paul"
923BKGSE,"The Chain",,"OCLC: 22146008","1989-00-00 1989","Baake, Frans"
5P9T36D2,"The chocolate master","0-920956-11-4 978-0-920956-11-3","Additional WorldCat records available","1982-00-00 1982","Haacke, Hans"
9KLFSHDP,"The Citibank Never Sleeps",,,"1978-00-00 1978","Sholette, Greg"
V4ZMRT76,"the constellations",,,"1953-00-00 1953","Gomringer, Eugen"
YE2YNDBW,"The Communal Kitchen: installation = Die Gemeinschaftsküche =La cuisine communautaire",,,"1994-00-00 1994","Kabakov, Ilya"
FVJIGVVJ,"The complex of all of these",1-893125-65-3,,"2009-00-00 2009","Uhteg, Abigail"
4D3LKSLR,"The conference of Yalta = Die Konferenz von Jalta",,"OCLC: 56010411","1985-00-00 1985","Chopin, Henri"
VWYV8DME,"The conjurer's apprentice","0-89822-087-4 978-0-89822-087-2",,"2004-00-00 2004","Muirhead, Deborah"
YNDZZ7FW,"The Contents",,,"1970-00-00 1970","Masuda, Kotaro"
S953V8YQ,"The continental caper",,,"1993-00-00 1993","Alatalo, Sally"
JYUWRRLQ,"The Conversation",,,,"Boden, Jim"
9HYAYK3Y,"The cube book: catalogue and exhibition by James Lee Byars and Piet de Jonge",,"OCLC: 312609800","1983-00-00 1983","Byars, James Lee"
2YXQRZG3,"The Cure",,,"1977-00-00 1977","Zimmermann, Philip"
GHU5P99G,"The current line",,"OCLC: 34682171","1996-00-00 1996","Drucker, Johanna; Woodland Pattern Book Center"
2QNSW6ZQ,"The Cut",,,"2000-00-00 2000","Tea Collective; Biddulph, Jon; Hatton, Peter; Murray, Val; Pilling, Lynn"
SYIXWU6L,"The Daily Twit",,,"2004-00-00 2004","Irvin, Magnus"
SQUC9H2M,"The Dancer.",,,"1984-00-00 1984","Yahooda, Verdi"
NT8GS3XA,"The dancers inherit the party: selected poems",,"OCLC: 10345421","1960-00-00 1960","Finlay, Ian Hamilton"
W38UHJIV,"The day before yesterday's ancient tablets",,,,"Siberell, Anne Hicks"
JCAEAL8K,"The Day of a Queen",,,,"von Maltzan, Gudrun"
4QNPFFIN,"The departure of the argonaut",,,"1986-00-00 1986","Clemente, Francesco; Savinio, Alberto"
CVJKSWY9,"The desert is across the street: a work",,,"1975-00-00 1975","Weiss, David; Lüthi, Urs; Kilga, Elke; De Appel"
PVXJ8JL7,"The Desert Speaks, Book One",,,"1992-00-00 1992","Leavitt, Nancy; Abbey, Edward"
XSNZ6LQS,"The Diaries of Guglielmo Achille Cavellini, 1975",,"ID: VCU_ALMA21401566200001101","1979-00-00 1979","Cavellini, Guglielmo Achille"
I2TSECWD,"Deck: a fluxgame",,"OCLC: 165721798","1966-00-00 1966","Brecht, George"
7TTX3A4F,"The Diary of a Sparrow",,,"1999-00-00 1999","National Museum of Women in the Arts (U.S.); Watanabe, Enji; Watanabe, Kazuko"
XJ3X468K,"Deck of cards",,,"1989-00-00 1989","Artists' Books Collection (Library of Congress); Freeman, Brad; Pyramid Atlantic (Firm); Beaman, Peter H; Whiteley, Elizabeth"
W8FU4ZCR,"Debut et fin d'un livre sans fin",,"OCLC: 72878593","1973-00-00 1973","Filliou, Robert"
4NDAVFCM,"The Diplomat's Handbook",,,"1981-00-00 1981","Forget, Carol"
UXD3Z72C,"The Disenchanted Magician",,,"1985-00-00 1985","Young, Amy"
6LFE7IHP,"Debtor's prison","seq001|188712358X (pbk. : acid-free paper)",,"2001-00-00 2001","Warsh, Lewis; Harrison, Julie"
AC33K78H,"Death of Old Images",,,"1973-00-00 1973","Littlefield, Kinney"
KBF2LCYI,"The Dooley poems",978-0-924433-02-3,"OCLC: 24992305","1991-00-00 1991","Price, Robin; Gilgun, John"
5QDFCSDU,"The Dream of the Dirty Woman: a play in one act based on a dream of Elka Schumann : with a record of the performance.",,,"1980-00-00 1980","Van Vliet, Claire; Schumann, Elka; Bread and Puppet Theater"
V6ESBWNN,"The dust of some roads & a leaf from a tree.",,"Additional WorldCat records available","1977-00-00 1977","Vries, Herman de"
MNSJFSJA,"Dear mama",,,"2007-00-00 2007","Yoshie, Asa"
TBCPLXU3,"The end",,,"1978-00-00 1978","Pixley, Anne Flaten"
DDIH4MLG,"The Endless Filmscript [drehbuch]",,,"1978-00-00 1978","Hines, Kay"
J7KRM38F,"Dead troops talk",978-3-909164-01-1,"Additional WorldCat records available","1993-00-00 1993","Atkinson, Terry; Wall, Jeff"
ZVXYW3EH,"The epiphanies",,"OCLC: 21335939","1987-00-00 1987","Weil, Susan; Van Dyke, Marjorie; Vincent Fitz Gerald & Company; Joyce, James"
9DAJEMHJ,"The exorcism of page thirteen",0-9638129-1-2,,"1993-00-00 1993","Burtner, Caryl"
2LGSRZH3,"Dead man's trail",0-932526-96-9,"Additional WorldCat records available","2002-00-00 2002","Meres, Gary"
FE84PUT7,"The experience of an Everson reading: recording on CD and transcript of the poetry reading",978-0-924433-08-5,"OCLC: 40704237","1998-00-00 1998","Price, Robin; Everson, William"
FNYI7I6U,"The Faithless Wife",,,,"Bodger, Lorraine"
8K3XCZTR,"Dead gas stations.",,,"2010-00-00 2010","Ruscha, Edward; Daniel, Bill"
EMLRDBXR,"Dea vacca",,,"0000-00-00 N.d.","Novali, Rinaldo"
L72D6XRA,"Dé-coll/age happenings.",,"Additional WorldCat records available","1966-00-00 1966","Vostell, Wolf"
VT8LQYLK,"De Virgenes y otras madres",,,"1983-00-00 1983",
V5XVCRM6,"The fall",0-89439-009-0,"Text and illustrations (reproductions of stereopticon views of the Yosemite Valley Falls, chiefly by C.E. Watkins) on opposite pages

Additional WorldCat records available","1976-00-00 1976","Stuart, Michelle; Watkins, Carleton E."
BPHSNVFH,"The farmer's magic",,,,"Thomas, Peter; Thomas, Donna"
QBHY7ABM,"De quelques lisières: prolégomènes à un essai de définition de la notion d'écotone",,"OCLC: 82545324","1977-00-00 1977","Gette, Paul Armand"
223XB7SC,"The Final Nile Journey",,,"1993-00-00 1993","Ellis, Elsi Vassdal"
4WPQVLYP,"The final results of psychoanalytic treatment",,,"1991-00-00 1991","Lum, M. M."
TN2GY2I2,"De coll age aktions text",,"OCLC: 81170597","1967-00-00 1967","Vostell, Wolf"
XE4T9VS4,"The First Rip-Off Show",,,"1974-00-00 1974","Wood, John; Nettles, Bea; Walker, Todd; Lyons, Joan; Smith, Keith; Swartz, Joel; Hyde, Scott; Sheridan, Sonia Landy; Bishop, Michael; Brush, Lief; Cowin, Eileen; Cruise, Stephen; Fichter, Robert; Heinekin, Robert; Hlynsky, David; Labrot, Syl; Marsh, Cynthia; Petracca, Tony; Snodgrass, Harland; Sowden, Michael; Swedland, Charles; Wilson, Barbara"
DW5EQQDU,"The first seven days: Genesis 1-2:3",,,"1987-00-00 1987","Chen, Julie"
9AXYH6VQ,"The Flight Into Egypt",,,"1985-00-00 1985","Ely, Timothy C."
SNG6FS2J,"Deterring discourse",,"OCLC: 31719726","1993-00-00 1993","Drucker, Johanna"
X4WIAYMX,Determination,,,"1987-00-00 1987","Charrière, Gerard"
DD9CP69Q,"Details from the excavation of Wooster Street",,"Additional WorldCat records available","1972-00-00 1972","Nonas, Richard"
QA2BN7XW,"Desire: the collective unconscious","0-932526-26-8 978-0-932526-26-7","Additional WorldCat records available","1989-00-00 1989","Nexus Press; Stokes, Telfer"
JWVJMK3E,Desire,,,"1988-00-00 1988","Beube, Douglas"
VYIXNANQ,"Des vacances en Europe (European vacation)",,,"1988-00-00 1988","Sollod, Ellen"
H2UCAQW9,"Des Lambeaux",,,"1975-00-00 [between 1975-1983]","Balas, Pierre"
BHZD89KQ,"Der Maler",,"Additional WorldCat records available","1977-00-00 1977","Le Gac, Jean; Metken, Günter"
XRGK6UIC,"Der Überfall",,"ID: VCU_ALMA21391890250001101","1975-00-00 1975","Feldmann, Hans-Peter"
4KGDUIYD,"Depliant secret",,,"1977-00-00 1977","Moreau, Claire"
7PBGVR2U,"Deplacement rectiligne et ses plis",,,"0000-00-00 N.d.","Bossiere, Francois"
HGSBVYK6,"Dependant on/subject to",,,"1975-00-00 1975","Hemsworth, Gerard"
QWS7VAUC,Density,,,,"Hammerman, Pat"
LYGQGQAV,Densities,978-90-72191-78-6,"OCLC: 81397144","1996-00-00 1996","Downsbrough, Peter; Kieckens, Christian; Balau, Raymond"
PG2FJF8P,"Democracy: a project",978-0-941920-17-9,,"1990-00-00 1990","Wallis, Brian; Group Material (Firm : New York, N.Y.); Dia Art Foundation"
FKAL3QTY,"Définitions/méthodes: Rutault",,"OCLC: 794121764","1985-00-00 1985","Rutault, Claude"
UHL6ENEJ,"Définitions/méthodes, le livre: 1973-2000",978-2-84089-327-1,"OCLC: 50622973","2000-00-00 2000","Rutault, Claude"
FNSEWA59,"Définitions-méthodes: 1973-1979 = Definitions-methods : 1973-1979",,"OCLC: 717690435","1980-00-00 1980","Rutault, Claude; Rutault, Claude; Breakspear, Carolyn"
85HLWQMS,"Dědictvi = Inheritance, or ""Thanks"" from Ustinad Labem",,"OCLC: 53452147","2003-00-00 2003","Tetenbaum, Barbara; Triangular Press"
8ZEM8FKV,Dedans,,"OCLC: 845193941","2001-00-00 2001","Downsbrough, Peter"
5BLC7I84,Dedale,,,"1982-00-00 1982","Colignon, Beaudoin"
7MNZHS9K,"The book of takes",,,"1976-00-00 1976","Zelevansky, Paul; Zelevansky, Lynn"
4X5YJ8WM,"The book of warnings",978-1-893125-17-9,,"2001-00-00 2001","Deeg, Daniela"
7EVZBZ7A,"The Book They Open Just To Read the Ads",,,"1979-00-00 1979","Earle, Edward"
X9LSLBTE,"The Book They Open Just to Read the Ads: Yellow PP",,,"1977-00-00 1977","Earle, Ed"
JQLM392R,"The Box Collaboration",,,"2009-00-00 2009","Ann E. Grasso"
RNE46SKQ,"The Books",,"Additional WorldCat available: https://www.worldcat.org/title/books-6-7/oclc/641902778","2003-00-00 2003","Lavers, Kirsten; Cheek, Cris"
AB6DZZDK,"The breaking up of thin air",,,"2007-00-00 2007","Vignone, Jennifer"
IH92ZUKI,"Four chambers, five nights",,,"1999-00-00 1999","Kelm, Daniel E; Sibley, Greta; Osina, Joseph A; Small Offerings Press"
ZE7E5GQC,Repair,,"OCLC: 100601753","2006-00-00 2006","Kelly, Bill; Burgess, Michele"
I8334GH8,"Recovered--10 on 10, Adams on Garanger, 1993.",,"OCLC: 261168355","1993-00-00 1993","Adams, Dennis; Campus, Sylvie; Cobert, Philippe de; Strulens, Philippe; Garanger, Marc; Maîtres de forme contemporains"
IFKV5B9H,"Real estate opportunities",,,"1970-00-00 1970","Ruscha, Edward"
6WA2NDMY,"Pussywillow; a journal of conditions.","0-85998-030-8 978-0-85998-030-2",,"1973-00-00 1973","Ehrenberg, Felipe"
CZUWMRNI,Publication,,,"1970-00-00 1970","Lamelas, David"
5VAZBZDA,Poetrie.,,"OCLC: 78927867","1967-00-00 1967","Roth, Dieter; Edition Hansjörg Mayer"
YFFYZDWF,Poemetrie.,,"OCLC: 82459629","1968-00-00 1968","Roth, Dieter; Rieser, Rudolf; Rywelski, Helmut"
UJ9A4TC4,"Poem with 3 stripes",,"OCLC: 36896270","1968-00-00 1968","Finlay, Ian Hamilton"
EFZP89B8,"Slavery's historic house signs: in harvest II",,"OCLC: 946095527","2015-00-00 2015","Blassingame, Tia; Primrose Press"
C6BEEM9G,"Harvest: holding & trading",,"OCLC: 884347503","2013-00-00 2013","Blassingame, Tia"
XHTD5GCK,"The Persephones",,,"2009-00-00 2009","Tarn, Nathaniel; Campbell, Carolee"
UAD5NAXQ,Passagens,,"OCLC: 46310230","1975-00-00 1975","Geiger, Anna Bella; Geiger, Paula"
2ZV8TG6K,"The paper snake","0-87110-018-5 978-0-87110-018-4","Additional WorldCat records available.","1965-00-00 1965","Johnson, Ray"
G4J6P8AH,"Page 39, for Jean Brown",,"OCLC: 82913489","1985-00-00 1985","Spector, Buzz; Cage, John"
SDZACH49,"Negative entropy",,"OCLC: 956331502","2015-00-00 2015","Tajima, Mika"
ZQRJEQDG,"The mirror of simple souls: an opera installation (libretto)",,"OCLC: 55676654","2003-00-00 2003","Carson, Anne; Anno, Kim; Pauly, Mary Jo; Porete, Marguerite"
2M9TVC7N,"Marcel Broodthaers.",,"OCLC: 82491517","1990-00-00 1990","Spector, Buzz"
PIHIDCII,"Livro das escalas",,"OCLC: 981766328","2015-00-00 2015","Batista, Ana Luiza Dias"
2P2UMVUV,Litolattine,,,"1998-00-00 1998","Bentivoglio, Mirella"
3DR28EWV,"Liber ignis.",,"OCLC: 1022979055","2015-00-00 2015","Koch, Peter Rutledge; Cornford, Adam; Gerken, Jonathan"
EMXMJ4D6,"Labor is entitled to all it creates",,"OCLC: 852170677","2012-00-00 2012","Bowers, Andrea; Susanne Vielmetter Los Angeles Projects"
UUEKJMFZ,"LA Liber Amicorum.",,"OCLC: 840706684","2012-00-00 2012","Gruber, Johann Heinrich"
MPXQ4UQ4,"Journal of the identical lunch",,,"1971-00-00 1971","Knowles, Alison"
X4JAME3F,"An introduction to square word calligraphy",,"Additional WorldCat records available.","1994-00-00 1994","Xu, Bing"
NWAHSQ7F,"Interstices & intersections: thirteen Euclidean propositions",,"OCLC: 881523411","2014-00-00 2014","Papierfabrik Zerkall Renker & Söhne; Maret, Russell; Heath, Thomas Little; Loeber, Nancy; Becker, Travis; Kelm, Daniel E; Euclid; Twinrocker Handmade Paper"
HXJKNMVE,"The incomplete thombu","9780955667459 (unbound); 0955667453 (unbound)","text; unmediated; volume; Title from card cover; ""An unexpected yet poignant artist's book, commenting on the tragic civil war in Sri Lanka from 1983-2009. A ""thombu"" is a Dutch term for a public land registry. This beautifully designed project records the displacement of Tamil people in an achingly personal way: each entry is a simple floor plan, drawn from memory by a displaced Tamil-speaking citizen. A vellum overlay with an architect's crisp drawing makes the lost home ""real"" in yet another way. Drawings are accompanied by the name of the person who lost their home, their profession, and a brief interview, telling the story of the upheaval and the memories they took with them. The maps vividly reveal what was lost in a conflict that lasted more than 30 years. A moving example of how art and politics can intersect.""–Publisher's Web site; ""Offset lithography on 80gsm creamy bulky woodfree and 73gsm tracing paper card cover with gatefold front and back.""–Publisher's Web site","2011-00-00 2011","Pereira, Sharmini; Sanathanan"
VXZ5F8G5,"I love my love: a ballad",,"OCLC: 540813828","2009-00-00 2009","Adam, Helen; Smith, Kiki; Hoyem, Andrew; Arion Press"
Q8WPJP6N,"Hunkering: the last gæbberjabb²⁹⁶ number eight and ix/xviths or aleatory annexations or odd bondings or fortuitous encounters with incompatible realities or love, anguish, wonder: an engagement or a partial timeline of sorts or bait and switch or finally, a pedagogical rememberance²⁷",,"Additional WorldCat records available.","2005-00-00 2005","Drescher, Henrik; Hamady, Walter Samuel Haatoum; Flynn, Patrick; McLimans, David; Sís, Peter; Stafford, William; Kellar, Scott; Perishable Press Limited"
CTULBA3X,"A hypothetical analysis of the twinkle in stars as told a child to a teacher",,"1 art work :; Consists of a single sheet of paper (5 x 64 cm.) folded into a pentagonal shape (9 cm.) that stores five small colored stars (1-2 cm.) permanently constructed in the same manner; ""Book structure based on the wishing stars (lucky stars) from Hong Kong. Handset in Centaur, letterpress printed on Mohawk ...""; HAY HARRIS copy is no. 66/100 signed by the author","1994-00-00 1994","Ng, Katherine"
AZXJZ9V5,"Heart Island & other epigrams",,"OCLC: 34994542","1995-00-00 1995","Laughlin, James; Breton, M. L; Reese, Sandra Liddell; Reese, Harry; Bixler, Michael; Collin de Plancy, J.-A.-S"
C2VCJWMR,"Hollow House",,"OCLC: 979565745","2015-00-00 2015","Ely, Timothy"
5F73RJFR,"Harry + Harry Kipper in Eh Pet.",,"OCLC: 970007460","1976-00-00 1976","Routh, Brian; Kipper Kids (Group of artists)"
V3VJWIVT,"Hand book",,"OCLC: 122912785","1967-00-00 1967","Saar, Betye; Gleaves, Beverly; Ossman, David; Ryan, Pat"
Q4HGLT5L,"The case for the burial of ancestors, Book 2","0-9605610-4-8 978-0-9605610-4-9",,"1986-00-00 1986","Zelevansky, Paul"
JR22GM34,"Gold dust is my ex libris [a.k.a. ""The Cube Book""]",,"Additional WorldCat records available.","1983-00-00 1983","Byars, James Lee; Jonge, Piet de; Stedelijk Van Abbemuseum"
MG7EYBUS,"Space shot",,,"1987-00-00 1987","Broaddus, John Eric"
Z9EB9GW5,"Space-time geometry",,,"1996-00-00 1996","Chen, Julie; Turner, David"
YXEQG82F,Spaces,,,"1974-00-00 1974","Stokes, Telfer"
495826BC,"Spare parts",,,"1966-00-00 1966","Ford, Charles Henri"
N9ERNUJS,"Spatial geometries","0-89822-071-8 978-0-89822-071-1",,"1991-00-00 1991","Visual Studies Workshop; Wirth, Karen"
VQSAHTHC,"Spatial poem",,"OCLC: 3376655","1976-00-00 1976","Shiomi, Mieko"
7DD7C2WV,"Speaking to the eyes",,,"1988-00-00 1988","Moore, Suzanne"
C7MKKUIJ,Spectacle,,,"1983-00-00 1983","Drucker, Johanna"
QJ6EI73K,Speculations,,,"1977-00-00 1977","Handelman, Dorothy"
M9SENRK5,Speculations,,,"1983-00-00 1983","Van Horn, Erica"
DIQ2N28Y,"Spice advice",,,"1973-00-00 1973","Drucker, Johanna"
YWTQXLZC,Spine,,,"1979-00-00 1979","Lyons, Joan; Zimmermann, Phil; Sullivan, Tom"
T9U7H4BM,"Spirale in seize",,,"1984-00-00 1984","Villers, Bernard"
KBWRPNM4,"Spirit land",,,"1996-00-00 1996","Dieu Donné Papermill; Risseeuw, John; Prentice, Margaret; Nabhan, Gary Paul; Stafford, Kim Robert"
R735VZQG,"Spirit world",,,"1992-00-00 1992","Cauley, Stewart"
HPVXMVN3,Splitting,,,"0000-00-00 c1974","Matta-Clark, Gordon"
HA5JPGIJ,"Spreading the word",,,"1987-00-00 1987","Crombie, John"
Z6GPS5GM,"Spring Book",,,"1983-00-00 1983","Rosen, Ann"
T363JYE7,"Squares with sides and corners torn off",,,"1974-00-00 1974","LeWitt, Sol"
EXWB7VY9,"St. Jean du Gard",,,"1979-00-00 1979","Magnan, Nathalie"
4ISWTELH,Stains,,,"1969-00-00 1969","Ruscha, Edward; Earle Gray Bookbinding Co"
68VP2RDE,Stalemate,,,,"Harrington, Michael Patrick"
I823AGBS,Stains,,,"2009-00-00 2009","Doeringer, Eric"
C6CZZH4J,Stairs,"1556709633 : $24.95; 9781556709630","1 v. : all ill. ; 26 cm.","0000-00-00 c1999","Jansma, Rein"
CA88YV6V,Stairwell,,,"1990-00-00 1990","Coracle Press; Willats, Stephen; W.H. Houldershaw Ltd"
RFPBS3QW,Stammheim,978-0-947564-66-7,"OCLC: 47715017","1995-00-00 1995","Richter, Gerhard; Bakker Schut, Pieter H"
L7T7ZICP,"Stamps of many lands",,,"1979-00-00 1979","Wheatley, Steve; Brian Lane (Firm)"
W8BKBTEP,Stamps/Japan,,,,"Demorest, Jan"
EEBFSKTK,"Standards: a work of art commissioned by the Department of Art for the Gallery of Art, University of Northern Iowa, January 16 - February 18, 1979",978-0-932660-02-2,"OCLC: 7003852","1979-00-00 1979","Kaprow, Allan"
7UXFT2GQ,"Star book",,"OCLC: 214285689","2005-00-00 2005","Hutchins, Edward H"
JJ2UUFI9,"Star poems",,"OCLC: 233032955","2008-00-00 2008","Hanmer, Karen; Hevelius, Johannes; Moxon, Joseph"
8IFCLHSZ,"Star/scrivendo camminando: da creare l'artista creativo. 1973/1975 = Star/gehend schreiben : den kreativen Künstler schaffen 1973/1975 =Star/walking writing : from, to create a creative artist. 1973/1975",,,"1978-00-00 1978","Nannucci, Maurizio; Fulvio, Salvadori"
F97I7DKE,Statements,,,"1968-00-00 1968","Weiner, Lawrence"
D6B3HHTI,"Statistics of the Borough of Brooklyn",,"Additional WorldCat entry: https://www.worldcat.org/title/b-working-in-brooklyn-artists-books-feb-3rd-april-16th-2000/oclc/212372235","2000-00-00 2000","Simkowski, Andrea"
W67GWMXC,"Stendahl's Pocketbooks",,,,"Cortese, Don"
MPR8FKDW,Steps,,"OCLC: 905546462","1971-00-00 1971","Brouwn, Stanley"
Z2M92KGT,Sterilization/elimination,,,"1980-00-00 1980","Becker, Nan"
6JI9SZHU,"Stick book",,"OCLC: 62290336","1982-00-00 1982","Tetenbaum, Barbara; Triangular Press"
CZVTTGC9,Stillanovel,,,"1992-00-00 1992","Andre, Carl; Paula Cooper Gallery; Anthony d'Offay (Firm); Castoro, Rosemarie"
AAJQQUL5,"Stitchin' Time",,,,"Lee, Jim"
4E78L7FF,"Stone heart",978-4-901387-10-1,,"2001-00-00 2001","Durham, Jimmie; Gendai Bijutsu Sentā CCA Kitakyushu"
IS6QPL3A,Stonechats,,,"1967-00-00 1967","Finlay, Ian Hamilton"
E2I7QRB5,"Stones of Sorrow",,,"1991-00-00 1991","Colby, Sas"
Y7PYT4A2,"Store days: documents from the store, 1961, and Ray Gun Theater, 1962",978-0-87110-022-1,,"1967-00-00 1967","Williams, Emmett; Oldenburg, Claes"
EX96YD3P,"Stormy affair",,"OCLC: 39654426","1990-00-00 1990","Tetenbaum, Barbara; Triangular Press"
XNPRLRHV,"Story with seven characters.",,,"1965-00-00 1965","Tuttle, Richard"
P2NR8XNU,Strains,,,"1984-00-00 1984","Rickaby, Tony; Tony Rickaby"
DIGWXKR8,"Die Beschreibung des Papiers.",,"Additional WorldCat records available","1973-00-00 1973","Gerz, Jochen"
UULNVSX7,"Strange fruit: words protesting lynchings and burnings",,,"1994-00-00 1994","Kennedy, Amos Paul; Jubilee Press"
ZVJK8SHZ,"String lessons.","0-89822-089-0 978-0-89822-089-6",,"2004-00-00 2004","Shaw, Tate; McNassor, Rachel"
ZN5SW8HZ,"Strip poker",978-0-9623585-7-9,,"1991-00-00 1991","Bernstein, Steven J; Rower, A. S. C; Flockophobic Press"
8ZUFXRLM,Stripsody.,,,"1966-00-00 1966","Carmi, Eugenio; Berberian, Cathy |"
WSPDI7H4,"Structural(ism) and photography","0-917986-04-0 978-0-917986-04-8",,"1978-00-00 1978","Thomas, Lew"
RSGTIMWU,"Structure, content, sequence",,,"0000-00-00 c1988","Rodrigues, Regina"
AQP4N44A,Studies,,"OCLC: 470235393","1976-00-00 1976","Aubertin, Denise"
MUNNGUNB,Studies,"0-930378-07-5 978-0-930378-07-3",,"1977-00-00 1977","Lapp Princess Press; Humphrey, Ralph"
2UE3UGDK,Stundenbuch.,,"OCLC: 83086053","1980-00-00 1980","Schmidt-Heins, Gabriele"
KY2RYDIT,"Stupidogramme: gedruckte Beispiele der Handgezeichneten Originalserien von 1961 bis 1966",,,"1975-00-00 1975","Roth, Dieter"
8DV8UP6Y,"Succuba, a Glance",,,"1978-00-00 1978","Silverman, Lee"
428AG8CL,"Suite no 5: Porphyrogénèse",,,"1990-00-00 1990","Tyson, Matthew; Stéfan, Jude; Gledhill, Charles; Collectif Génération (Firm : Paris, France)"
JQQVI3BR,"Sun Sand Sea",,,"2001-00-00 2001","Parraman, Carinna"
6PLIZ9GD,"Sunnydell farm","0-89822-090-4 978-0-89822-090-2",,"2004-00-00 2004","Bucher, Karen"
Q4FCFTHP,"Sunrise & sunset at Praiano","0847802752 (pbk.) :",,"1980-00-00 1980","LeWitt, Sol"
IZBX58QB,Sunspots,,,"1978-00-00 1978","Lyons, Joan"
KGA86ALY,Supplement,,,"1993-00-00 1993","Newman, Avis"
5THVIJL8,Supplement,,,"1975-00-00 1975","Grayson, Roy; McPhee, Don"
LLP43CAT,"Sur la brique",,,"1981-00-00 1981","Kawiak, Tomek"
33DKP27J,"Sure I'm sure: a performance",,,"1979-00-00 1979","Applebroog, Ida"
KKWNDI4R,"Surgeon General's Warning",,,"1986-00-00 1986","Visual Studies Workshop; Kinney, Suzie"
Y5YYECBE,"Der umfang des fassungs-vermögens (The limits of perception)",,"Additional WorldCat records available.","1984-00-00 1984","Stalder, Anselm"
QTVBKBHI,"Der aeronautische Sindtbart, oder, Seltsame Luftreise von Niedercalifornien nach Crain. Dreissigstes Abendteur, avt Capitul",,"Additional WorldCat records available.","1987-00-00 1987","Malutzki, Peter; Artmann, Hans Carl; Halbach, Helmuth"
2Y5ZKP9M,"The Big Book",,,"1967-00-00 1967-1969","Knowles, Alison"
N8I9Z73N,"The blame game",,,"2007-00-00 2007","Shattuck, Carolyn"
FIC9EGX8,"Survival Series",,"Additional WorldCat entry: https://www.worldcat.org/title/survival-series/oclc/1099579716","1991-00-00 1991","Holzer, Jenny"
5G8KQD7S,"Suspender saga",,,"1979-00-00 1979","Kellner, Tana; Press Collection (Library of Congress)"
DCE7F2RF,"Svolgere la propria pelle",,,"1971-00-00 1971","Penone, Giuseppe"
85KCXZC2,"Swallowing helmets",978-90-70149-19-2,,"1987-00-00 1987","Robilliard, David"
RQ6DGYTP,"Sweet wall testimonials",,,"1976-00-00 1976","Kaprow, Allan; Galerie René Block; Deutscher Akademischer Austauschdienst; Berliner Künstlerprogramm"
SS7XET8D,Sweethearts.,,,"1967-00-00 1967","Williams, Emmett"
EMKZHECC,"Swimmer:  Book Number 114",,,"1986-00-00 1986","Lyons, Joan; Sullivan, Tom; Smith, Keith A; Lange, Philip"
HKH9ZL93,"Sydamerika 1972",978-91-85552-11-5,,"1978-00-00 1978","Long, Richard"
DEX5ARFC,"Shore Pictures",,,,"Blacklow, Laura"
LYUCTITI,"Short fictions",,"OCLC: 1206239","1974-00-00 1974","Kostelanetz, Richard"
KARI9YGZ,"Side by side",,"OCLC: 636411564","1972-00-00 1972","Gilbert; George"
G5C7FLFL,"Side by side: Gilbert & George the sculptors, 1971.",,"OCLC: 14146613","1972-00-00 1972","Gilbert & George"
FMLXR8VS,"Side by side: Gilbert & George the sculptors, 1971.","978-1-907587-54-2 1-907587-54-3",,"2012-00-00 2012","Gilbert & George"
ID58L9F9,"Sienkiewicza Street",,"Additional WorldCat entries can be found at: https://www.worldcat.org/title/strato-sienkiewicza-imagis-verkis-desegnis-kaligrafis-ulica-sienkiewicza-wymyli-napisa-zaprojektowa-narysowa-wykaligrafowa-street-sienkiewicza-imagined-written-drawn-designed-edited-calligraphy/oclc/974718754 
 https://www.worldcat.org/title/strato-sienkiewicza-ulica-sienkiewicza-wymysli-napisa-zaprojektowa-narysowa-wykaligrafowa-radosaw-nowakowski-street-sienkiewicza-imagined-written-drawn-designed-edited-calligraphy-by-radosaw-nowakowski/oclc/54741862","2003-00-00 2003","Nowakowski, Radoslaw"
NGNHDJK5,"Sights from a steeple",,,"1988-00-00 1988","Artists' Books Collection (Library of Congress); Keller, Ronald; Red Angel Press; Hawthorne, Nathaniel"
VV84LA8K,"Signes nomades",,,"1973-00-00 1973-1980","Boisvert, Yves"
P8KTQKGC,Signs,,,"1972-00-00 1972","Schley, Van"
NCU57Z6U,"Silhouette: outline",,,"1981-00-00 1981","Downsbrough, Peter"
9SE968UF,Sils,978-1-891024-55-9,"OCLC: 51830048","2002-00-00 2002","Richter, Gerhard; Obrist, Hans-Ulrich; Bloch, Peter André"
T92A7AGN,Silver,,,"1999-00-00 1999","Pease, Brad"
IIHLX67T,"Simulant portrait",,,"1990-00-00 1990","Drucker, Johanna"
TXAPKZVM,SimWar,,,"1991-00-00 1991","Freeman, Brad"
NB6RHYAT,Sinbad,978-3-86560-819-2,"OCLC: 694393344","2010-00-00 2010","Richter, Gerhard"
54K8LSYZ,"Singinging composition.",,,"1995-00-00 1995","Sackett, Colin; Hudson, W. H"
C3WGUVQA,"Sisters of Menon","0-906630-02-9 978-0-906630-02-0",,"1983-00-00 1983","Hiller, Susan; Gimpel Fils"
