abcItemKey,citedItemKey,method,confidence,review,abcTitle,citedTitle
MVUQWD8L,,none,0.000,,Un regalo para Elena,
WIUR4LIW,,none,0.000,,Enjoyable conversations in Glasgow,
T2EDYSGD,,none,0.000,,The Anderson family's proportionate relationship to various beasts,
CCS3Z546,,none,0.000,,Álbum,
PCRFENN3,,none,0.000,,"Spiders in motion, rainy commotion : (an ongoing collection of proverbs)",
D6SIT9CG,,none,0.000,,Editorial efímera : catálogo razonado,
QJ4TC2ID,,none,0.000,,The i of the storm,
BQZRQGM2,,none,0.000,,Sterling Ruby : LA/BJ = 斯特林。鲁比 : 洛杉矶/北京 / Sterling Ruby : LA/BJ = Sitelin Lubi : Luoshanji / Beijing,
3YW88G5W,,none,0.000,,Ryan Trecartin : yet,
ZASKW9YF,,none,0.000,,Yonder woundeful bouy,
IL549Z67,MZDH5LJI,title,0.950,,What's happening with momma?,What's Happening with Momma?
3KX9RY53,,none,0.000,,Various effects of coffee on the body,
E47G3XSQ,,none,0.000,,The square,
K8L9Y4L9,,none,0.000,,The Situationist times : international Boo-Hooray edition,
9ZHBNXBJ,,none,0.000,,The perfect man,
CUBVR2YD,,none,0.000,,The fortune teller,
7DQDXGMM,,none,0.000,,Swatch book,
73K2MFVS,QDDTGKNX,fuzzy,0.789,yes,Still.,Till
7DW84IIA,,none,0.000,,She feels your absence deeply : a family history woodblock,
QXLUBH75,ZTLPL5X3,title,0.950,,Saga,Saga
TZETAWX9,5ZL3VFEB,title,0.950,,Royal road test,Royal road test
HZJNY8X8,,none,0.000,,Promises kept,
PZMP4D9N,,none,0.000,,Pan-pan,
U64L9DKA,3QXLXM2L,title,0.950,,Memory loss,Memory loss
HIFRB5YN,,none,0.000,,Fragments : from the stacked deck.,
DVBP2ZX8,,none,0.000,,Zoológico,
BRL4VTNW,,none,0.000,,Xeno : Fremd  copy-book,
DSGC78FH,,none,0.000,,With God on our side,
EWKRJEHT,,none,0.000,,Wall to wall,
T5BY6GL3,58LVM8RA,title,0.950,,(Untitled),untitled
S59MHBI8,,none,0.000,,Switching places,
YNQJLSJE,,none,0.000,,Stamps book,
9JIPJR8D,,none,0.000,,The skirted garden : 20 years of images,
ZRI35ZSH,,none,0.000,,The skirted garden : 20 years of images,
63G4CRVN,,none,0.000,,Sistema de riego,
B3JDEZ2U,WDITEMDJ,isbn,1.000,,Service : a trilogy on colonization,Service : a trilogy on colonization
2BZGKIF4,,none,0.000,,Poemas visuales,
UMK6A4YQ,,none,0.000,,Poemas visivos y proposiciones a realizar,
T57IJ64X,,none,0.000,,The past is better than the present and the future is nowhere,
Y9BU2SI7,,none,0.000,,Partitura,
E5XFN328,,none,0.000,,Paper architecture,
6ZSREA3B,,none,0.000,,Orgasmo libertario,
YQG7QI8S,,none,0.000,,on./the/page at the back of the book.,
XYG4SPBI,,none,0.000,,Narraciones desde el último cuarto ; Postales,
PPXCS73L,,none,0.000,,Menú MoNDAo,
F2A4D8BE,,none,0.000,,Life's lessons : a mother's journal,
QPB2X8V6,,none,0.000,,Life's lessons : a mother's journal,
MFTCSY97,,none,0.000,,Political/Hydrological : a watershed remapping of the continental United States,
ZT48PPZ2,,none,0.000,,De lo racional y lo razonable,
QGGDKXSZ,,none,0.000,,Sneak peek,
LNSUSQ9K,,none,0.000,,Secreto,
7AB3HMG7,,none,0.000,,Ser invisible,
SIBBPKMP,H3PKBBDY,title,0.950,,The uncommon perspective of M.E.J. Colter,The uncommon perspective of M.E.J. Colter
J7MTRLGR,,none,0.000,,Conjugations : (love stories),
QIGK743D,,none,0.000,,Sobre las características externas de tres colores,
RKL992ZG,,none,0.000,,Tercera estrofa,
7UUDPUCN,,none,0.000,,Notes on fundamental joy : seeking the elimination of oppression through the social and political transformation of the patriarchy that otherwise threatens to bury us,
H4UKFQEN,,none,0.000,,Territorio portátil para quien migra,
IKKTHDBG,,none,0.000,,Tender noted,
6WVPBSU4,,none,0.000,,Sueño en dos colores,
2FCWWRUR,,none,0.000,,"Apparition of a distance, however near it may be : the hands of Google Books",
PUJDFFEJ,,none,0.000,,BEAUT. E (Code) : computer professionals reflect on the art in software.,
93YZ6YWY,,none,0.000,,Endangered data,
SYX7T4RL,,none,0.000,,"تهران، بى‌تاريخ = Tehran, undated / Tihrān, bīʹtārīkh = Tehran, undated",
MWWMFA8J,BXPYLPQA,title,0.950,,Mrs Merryman's collection,Mrs Merryman's collection
Y5RUXGXN,,none,0.000,,The exquisite Lumbee,
6PD2C5CE,,none,0.000,,Tree of codes,
B4MRJUTU,,none,0.000,,Slow looking,
7NNFWE7D,,none,0.000,,Treading the maze : an artist's journey through breast cancer,
IQSS9I8E,,none,0.000,,Cups of nun chai,
M69CN3AD,MPU5CXQ8,fuzzy,0.833,yes,Mirrors,Mirroirs
H4DT26QW,,none,0.000,,Between worlds : an asylum seeker in America,
ZING7QFJ,EB3SHIFV,title,0.950,,Passage,Passage
7M4CUF8W,BKGHTBYL,title,0.950,,Autobiography,Autobiography
LC2US9AI,,none,0.000,,The secret,
4A4KYCYY,,none,0.000,,Gomorrah girl,
4YJLNRZ4,,none,0.000,,Strokephone : brain phone interface : uploading knowledge in the human brain,
GDEAWFHF,,none,0.000,,Vele,
ZAPMBGE3,,none,0.000,,"The land, the man, the machine",
87VFPMMD,,none,0.000,,Pacing,
IRCKVASD,,none,0.000,,Ursula Schulz-Dornburg : some works,
J9UUENQY,,none,0.000,,Wild pigeon,
IHNJFWFT,,none,0.000,,Sole y Darío,
VRSBV8YK,,none,0.000,,Ritual de mis piernas = Liturgy of my legs,
DFGM4MYQ,,none,0.000,,"Paseo de Gracia : Yani Pecanins : arte objeto, collage, libros de artista : 22 de noviembre del 2013-26 de enero de 2014.",
84WG8AI6,,none,0.000,,¡Préstame tu luz!,
4EC84LP7,,none,0.000,,Canto a Matanzas,
TMUTSH2R,,none,0.000,,Tránsito al fin = Passage to the end,
263JJYU2,,none,0.000,,De codos en el puente,
CI5BSLVI,,none,0.000,,El ruego = The prayer,
4ZPTZSCC,,none,0.000,,Ya yo también estoy entre los otros,
4F96YEAW,,none,0.000,,La señal,
NX2BZWC6,,none,0.000,,Ayotzinapa : desaparición política.,
2W368KM7,,none,0.000,,Las paredes del tiempo,
EXLW2JAI,,none,0.000,,Doctor Mister Miracles's vocabulary guide for the perplexed miraclist,
PDUTEW5I,,none,0.000,,Re/forma,
RMUSCV3U,,none,0.000,,Goró,
53Y9ZK7P,,none,0.000,,Working on my novel,
3KJN9TSD,,none,0.000,,Japan project,
LR9UQRII,,none,0.000,,Perspectivas do livro de artista.,
PJ6HW6XE,,none,0.000,,5 star ratings : Mechanical Turk reviews,
CURJF8T3,,none,0.000,,Source code,
3RAPYUNI,,none,0.000,,Dutch landscapes,
RSAKT92N,,none,0.000,,Decir,
FYXK9NFK,,none,0.000,,El sol de emergencia,
59NVSYDJ,,none,0.000,,Alabanza del libro,
2V9PKH9N,,none,0.000,,Half Wild,
LXK422S7,,none,0.000,,Stripped : sixty-six sunsets stripped,
YZ6HPRBF,,none,0.000,,Fractal state of being,
R63KV8DQ,,none,0.000,,El señor del cielo,
7XTCK5XQ,,none,0.000,,En la rivera de un Río,
3XWU692I,,none,0.000,,El diario de la china : (donde el diablo perdió el poncho y la liebre y el zorro se dan las buenas noches),
BVRQK4KR,,none,0.000,,Hombre de Cristina,
U2NFY6MI,,none,0.000,,Los campos magnéticos,
N6EBD9N6,,none,0.000,,Nu tonjo nu xinchi zak'u = Canto al movimiento de la vida,
WZU7LXLZ,,none,0.000,,Xochikuikatl : poesía,
ZFVLHJ4P,,none,0.000,,"Tres fotos, tres poemas",
RLFJ33N9,,none,0.000,,Crónica de Tollan,
KHWPNJUI,,none,0.000,,Team Evil ; High Anxiety.,
9YNNDITB,,none,0.000,,Voir la mer,
FXE4GCW8,,none,0.000,,Brisées,
6YAVV2LZ,,none,0.000,,Mariposas 5 : libro de las manos,
4ZJG7DPJ,,none,0.000,,Mariposas 5 : libro de las manos,
RLSM5G2M,,none,0.000,,Photographs taken at one-hour intervals during a walk from Galveston Island to the West Texas town of Marfa.,
TCK6IZ9T,,none,0.000,,Hotel Oracle,
PW6T4XZI,,none,0.000,,Dangerous women : from the collection of Peter J. Cohen ; edited by Melissa Catanese.,
4ECTE5RJ,,none,0.000,,The Weimar file,
UQN7EWJ4,,none,0.000,,The sun shone glaringly,
E98Z7IRM,,none,0.000,,Photo-rapide,
4X5S39UV,,none,0.000,,Taxi Bamako : Mali 2010-2011,
566PNJJ7,QRGVGYBQ,title,0.950,,Sheherezade : a flip book,Sheherezade : a flip book
PT3T86KJ,,none,0.000,,Kitchen stories from the Balkans,
X6VXAJ6R,,none,0.000,,Dalston Anatomy,
ABQHH4JP,,none,0.000,,Uniforms,
Q2AVYL4M,,none,0.000,,High tide,
PSZYL93G,,none,0.000,,Voir la mer,
ES6MTPZS,,none,0.000,,Lucid deliberations,
NXJ8GFXU,,none,0.000,,Libro no. 1 (Caja negra),
9FMJ3YJ5,,none,0.000,,[地书 : 从点到点]. / [Di shu : cong dian dao dian].,
HS9B22Y9,,none,0.000,,Never realized,
XY9DI4TS,,none,0.000,,Canto a Matanzas,
5P6M8NR6,,none,0.000,,Poetree,
NPRQTH33,,none,0.000,,101 soluciones para salir de la crisis,
AA3ECE3F,,none,0.000,,Aleluya de besos,
FCJ86SP2,,none,0.000,,Amor : 20 poemillas de amor,
5Q7SJ9UG,,none,0.000,,Para tomar medidas micropoéticas,
IPEGT3Z4,,none,0.000,,Los borradores salvajes,
6MRNJ5CA,,none,0.000,,Clementina,
IZ7ZQQZG,,none,0.000,,67 improved papertigers not afraid of repetition,
QLFH7YC9,,none,0.000,,El gordo de los boleros y otros cuentos,
IB4ENNE3,,none,0.000,,The artist book,
K8YUWEVJ,,none,0.000,,Luz : poemas (trans)fronterizos = Light : (trans)border poems,
FHDWLYSR,,none,0.000,,"Solo quiero que me salven las palabras : antología, 1985-2010 / Pilar González España.",
KRRP83QN,,none,0.000,,La maga,
468LWD2F,,none,0.000,,Bocadito al amanecer,
3WM25BTE,,none,0.000,,Ballena blanca,
3QGCF4XA,,none,0.000,,Parpadear.,
PFNU3XPA,,none,0.000,,Siri Aurdal,
QHR8VFLZ,,none,0.000,,33RPM : playlist revolucionario,
MKYV5CFB,,none,0.000,,Posconflicto,
5XPZBE9G,,none,0.000,,Presente,
LJKGB943,,none,0.000,,M.L.C.P. : liberación de la planta de coca : en tres actos (movimientos),
VKEPS3KW,WV85WPUH,fuzzy,0.789,yes,Techo,Echo
LX3H4D4C,,none,0.000,,Mano de obra,
TKKX3PDX,,none,0.000,,Aguacates,
2BWY8S34,,none,0.000,,Chamamé,
Z6RHPCAT,,none,0.000,,En el fin del mundo,
L38NFWL7,,none,0.000,,Antejardines,
EQQUC9IQ,,none,0.000,,27 poemas y un vacío,
RNVLSHGE,,none,0.000,,Affluenza,
7RNL2PHX,,none,0.000,,Crease folds,
D3PBWC2Q,,none,0.000,,There's no place like time : a retrospective,
ABNT6FDG,,none,0.000,,Channel & flow.,
MRZGYRF3,,none,0.000,,Playful subversion,
AE8FNKMW,ZX6DJLD4,title,0.950,,Exhausted geographies.,Exhausted geographies.
7XK8EGQ5,,none,0.000,,Mi destino está en tus manos,
4K9U8NHI,,none,0.000,,Silent histories,
KK9IRSXU,,none,0.000,,Malos entendidos,
4JXBWP4E,,none,0.000,,Pequeña biblioteca de conocimiento frívolo y ocioso,
UP3XSQ6B,,none,0.000,,Argyle Lane,
CUTDCKXH,,none,0.000,,Negative publicity : artefacts of extraordinary rendition,
2K8CS9KR,,none,0.000,,Now will not be with us forever,
Q9TVBZGJ,,none,0.000,,Nationalfeiertag,
PKGJJCGB,,none,0.000,,Tratado del oxido : teoría de Bell y los relojes invertidos,
Y4IBMLKY,,none,0.000,,Schengen's kit : rules and advices for survival of refugees at sea : content: instructions on a funeral body bag in a plastic envelope.,
U3BJIXIE,,none,0.000,,Nada para el destino = Nothing for destiny,
XXI3AB52,,none,0.000,,Cuerpo de niño triste,
RSGVH7R8,,none,0.000,,Performing an archive,
MYQXRZWG,,none,0.000,,Alex Hubbard : eat your friends.,
H6NFPIFP,,none,0.000,,C M Y,
CSVYJVDI,,none,0.000,,Las reglas del arte : guía práctica para alcanzar el éxito,
F5XMI2TG,,none,0.000,,Performing an archive,
BYUCTBW9,,none,0.000,,Polen,
3R7F93SL,,none,0.000,,Las cosas que te podrán pasar hasta que te encuentres una pareja,
52R3JDXG,,none,0.000,,Gathered leaves,
RVT47GGS,,none,0.000,,Genesis,
ZN297Z3H,,none,0.000,,La muerte de los objectos,
8GLPYRJ2,,none,0.000,,Big Bill's tattoos and tattoo laser removals : tattalogue. Part 1,
LSKMWY8K,,none,0.000,,I ching #64 'unfinished'.,
QC7N6Q85,,none,0.000,,I ching #3 'difficulty'.,
ZLY2F2LB,,none,0.000,,Captive = Asīr,
AWWV23WS,,none,0.000,,زيبايان در آتش مى‌ميرند / Zībāyān dar ātash mīʹmīrand,
J7ZRZ6DC,,none,0.000,,كيف تلتئم : عن الأمومة وأشباحها / Kayfa taltaʼim : ʻan al-umūmah wa-ashbāḥihā,
NVCMP85X,,none,0.000,,ص‌ص‌س : كيف تحاكي صوت الساحل باستخدام يدين وسجادة / Ṣṣs : kayfa tuḥākī ṣawt al-sāḥil bi-istikhdām yadayn wa-sajjādah,
XN5IQDI6,,none,0.000,,"تو نيامدى بهنگام، جاى تو سر شب آمد = You didn't arrive in time, dusk fell instead / Tū nayāmadī bi-hangām, jā-yi tū sar shab āmad = You didn't arrive in time, dusk fell instead",
XG34DC37,,none,0.000,,Conglomeration,
LS3KBVE6,,none,0.000,,Cosmic testament,
7NCQ4LYY,,none,0.000,,Memory of Al-Mutanabbi Street,
T82F7Z7U,,none,0.000,,Fragments de vie quotidienne,
7BBCFMBI,,none,0.000,,كيف تختفي / Kayfa takhtafī,
N2GVS8TH,,none,0.000,,Hashti Tehran = Hashtī-i Tihrān,
8NNMXWTU,,none,0.000,,كيف تعرف ما الذي يجرى حقا / Kayfa taʻrifu mā alladhī yujrá ḥaqqan = How to know what's really happening,
CBTCWZ2D,,none,0.000,,Making cathedrals,
CTPCXCHC,,none,0.000,,"Sidewalk salon, Cairo = صالون الرصيف / Sidewalk salon, Cairo = Ṣālūn al-raṣīf",
37P86AJJ,,none,0.000,,Place: Keresht - time: 2014-15 = مکان: کرشت - زمان:1393-4 / Place: Keresht - time: 2014-15 = Makān: Kirisht - zamān:1393-4,
XPV8EM77,,none,0.000,,Naseri's road = راه ناصرى / Naseri's road = Rāh-i Nāṣirī,
HD7GS484,,none,0.000,,Message in a bottle,
KWVCNB66,,none,0.000,,پمپ بنزين = Gasoline station / Pump-i binzīn = Gasoline station,
8S9QX7PJ,,none,0.000,,Resolution,
PA6NQQ8I,,none,0.000,,Stranger,
LKQLU3H2,,none,0.000,,Tres poemas = three poems,
EC55TB6L,,none,0.000,,Del trovador,
ZYN7DVSI,,none,0.000,,El titiritero Florencio : poemas y rondas de Salvador Lemis ; selección y notas: Ruben Dario Salazar ; ilustraciones: Zenén Calero.,
FSJCJQ4W,,none,0.000,,Pescador de eneros,
LBWAAGTX,,none,0.000,,Canción sin nombre,
4S2DVX4U,,none,0.000,,Walking,
QUYSW2NI,,none,0.000,,Sebevražda image,
DP8P7RWF,,none,0.000,,We were drawn here = ما اينجا ترسيم شديم / We were drawn here = Mā īnjā tarsīm shudīm,
3IJCPKSL,,none,0.000,,[Chumbe weaving],
3KR6GEM2,,none,0.000,,The mercenary,
GJPMIFGS,,none,0.000,,In Achikoli iwan in Temilo = El Achikoli y el Temilo,
SHRS7HZI,,none,0.000,,#Metoo on Instagram : one year later,
UG2789D5,,none,0.000,,Tomorrow's man 3,
MAW2XFS8,,none,0.000,,43 : cuarenta y tres,
LXFELZNI,,none,0.000,,Chronicles of migration : rearrange and recount,
6BC85DJU,,none,0.000,,Migrar,
C5MWYI8G,,none,0.000,,Transforming hate : an artist's book,
ZIK956Q3,,none,0.000,,The north wind and the sun,
NM55DLTN,87H2AQ6Q,title,0.950,,Panorama,Panorama
3RNMJTA2,,none,0.000,,Habitat,
URAFUIAI,,none,0.000,,"""Typeface"" on player piano paper.",
4SR58AEX,,none,0.000,,La prose du Transsibérien et la petite Jehanne de France,
LNDWPMZ6,,none,0.000,,You are,
YSP4Q7ML,,none,0.000,,I am,
7PDQ45KQ,,none,0.000,,Typo bilder buch : von Hand gesetzt und auf der Handabziehpress gedruckt,
8XJXB9AT,,none,0.000,,Mis tortillas para Valentina,
HMNNFR3Q,,none,0.000,,Ecce homo,
3TSKG6YQ,,none,0.000,,A view of affect : a treatise on the heart and other significant hearts,
8ETZST8W,,none,0.000,,Particle theory,
GIEE4QSQ,CE8YTMRT,title,0.950,,"If you sleep on your other side, it will go away","If you sleep on your other side, it will go away"
LNGHZZCQ,,none,0.000,,Serif im,
7UM7A8ZX,,none,0.000,,Oostamera,
2W3DHL2W,,none,0.000,,The grass is greener,
MCYNPLMG,,none,0.000,,The tornado treaty,
M65HL79T,,none,0.000,,Long story short : home is where the heart is,
FJZFMSAC,,none,0.000,,Keep coming back,
GRUU9TTY,HH5GIC3E,title,0.950,,Interference,Interference
7L8GFYGW,,none,0.000,,Money,
BKVQ3AWE,,none,0.000,,The dog bite,
S2XYCBW3,,none,0.000,,Evidence of living,
5Z8AQNNW,,none,0.000,,Insomnia.,
8Q4URHHN,,none,0.000,,Kem dreams while Russia sleeps,
7XK4SEMP,,none,0.000,,Big man on the dot,
9KY8A7ZF,WDBVDSH6,title,0.950,,Parallax,Parallax
6RHFECJS,W48KLTKW,title,0.950,,Space + time,Space + time
6BZ7HLBD,,none,0.000,,Motorcycles from around the world,
LQXW5G7I,,none,0.000,,The pink mat monster,
DHSN7NX8,,none,0.000,,For nothing changes -- yet and now 1998.,
79NJTA6J,QA2BN7XW,title,0.950,,Desire : the collective unconscious,Desire: the collective unconscious
9553SGM8,,none,0.000,,I found it when I stopped looking,
VNBKYH28,,none,0.000,,A simple guide to life,
3JM8WQ5E,,none,0.000,,How people were created and why there are multiple variations of us : an Asian children's story told to me when I was little,
XN7E3NL2,,none,0.000,,Post colonial girl paper doll,
YCREWFAW,,none,0.000,,Post colonial girl paper doll,
NQ3LRV3F,XDL8DE2V,title,0.950,,"Word rain; or, A discursive introduction to the intimate philosophical investigations of G,r,e,t,a, G,a,r,b,o, it says.","Word rain; or, A discursive introduction to the intimate philosophical investigations of G,r,e,t,a, G,a,r,b,o, it says."
EC6AIQC8,,none,0.000,,Lovelines in the nineties,
6UZDCHMB,,none,0.000,,Perpetual motion,
XM49AQ3J,,none,0.000,,Wish list,
GH9T24ZP,,none,0.000,,Dirty,
6V24DZGT,,none,0.000,,Rough rider,
UHTNCU5Y,W99EI378,title,0.950,,The Anti-Warhol Museum : proposals for the socially responsible disposal of Warholia,The Anti-Warhol Museum: proposals for the socially responsible disposal of Warholia
LZU6LK2A,,none,0.000,,Will you marry me?,
FFWYIRFV,,none,0.000,,"Rachel, Monique...",
49856SFS,,none,0.000,,Strip tease,
ETY3IKDB,,none,0.000,,Oral/aural [written] : a book,
MSNANC55,,none,0.000,,Me garden,
D3BBZSD8,,none,0.000,,Dottie's closet : paper dolls,
23MVGN5E,,none,0.000,,The relative sizes and amounts of things,
T6J4P8QD,,none,0.000,,Distraction,
LVFKI2FS,I38ULPLF,title,0.950,,In case of emergency,In case of emergency
XQT3LGA5,,none,0.000,,A seat at the table,
ZJXPSGQQ,,none,0.000,,The epic love story of a warrior,
7QKTKXKY,,none,0.000,,Writing in threads : weaving language,
VJ5CYRC3,,none,0.000,,Angry white men,
VUJ7DGS2,,none,0.000,,Text means tissue,
73H9JULE,,none,0.000,,Vision shifts,
8VVDN58X,,none,0.000,,Transplant,
EE2G4D3G,,none,0.000,,A house without a roof = Bayit beli gag = Bayt bi-dūn saqaf,
T9Z3HK8B,,none,0.000,,Eden,
4B4C4RQA,,none,0.000,,Intimita,
LUVZNVK7,,none,0.000,,Ingress/Egress,
9PJI2BWE,,none,0.000,,E scapes 016,
4J8FT3DZ,,none,0.000,,Ladies first,
6AHTK9BA,,none,0.000,,"María Sabina, en busca del Cristo Negro",
N6MS49VS,,none,0.000,,Ayotochtli,
2IBCXQYL,,none,0.000,,Cuento otomí,
2D8EFSYK,,none,0.000,,De cuando no habia agua : cuento yaqui,
J67LWEK4,,none,0.000,,"Mercado de Portales, D.F., mercado de Oaxaco, Oax. : fotografías de José Murciano.",
C9VHHSKK,,none,0.000,,Fotografías,
AW3CJVYF,,none,0.000,,Canasta de pan : fotografías de José Murciano.,
VPESHABB,,none,0.000,,Escribir pintado.,
F8S4EVT6,,none,0.000,,Lo feo = The ugly thing,
CYCELGIH,,none,0.000,,Radar,
WLDPW9UN,,none,0.000,,El trabajo del hacha = The work of the axe,
Z2TT2U83,,none,0.000,,"Meñique, Meñique",
R82T63HU,,none,0.000,,Swamp,
E36VNQW8,,none,0.000,,Floodgate companion,
8ATP5UPR,,none,0.000,,La hinteligencia militar,
4YUX9JUH,,none,0.000,,LibroPhone,
H3N5KUVR,,none,0.000,,"Derechos de los animales : declaración universal de los derechos del animal, Liga internacional de los derechos del animal, Unesco, Onu, 1978",
75FLDPPF,,none,0.000,,Shock and awe,
LPQSMD9D,,none,0.000,,Wings of a ragtag quest : chronicles of a passionate pursuit of appliqué,
RSWWW5IW,,none,0.000,,ReSound,
QPZ27LPW,,none,0.000,,Riverine,
RBE96YUF,,none,0.000,,Por la banqueta,
QC27HBYQ,,none,0.000,,The epic love story of a warrior,
GFI2FYY8,,none,0.000,,"""De lo que no se puede hablar, hay que callar"" : última proposición del Tractatus Logico-Philosophicus de Wittgenstein reescrita en cajeros del supermercado.",
U69QNZRC,,none,0.000,,Pornotapados,
K63DY25S,,none,0.000,,Look London look,
KU7FXYFX,,none,0.000,,"Hells Hollow, Fallen monarch",
BBSPA372,UX454NTD,title,0.950,,[Altered book],Altered book
L3B8G4YQ,,none,0.000,,Irish Channel 7,
F989DKF2,,none,0.000,,Asemic figures.,
S4H4FNRG,,none,0.000,,Paginations : an exhibition of bookworks from the collection of the Sterling and Francine Clark Art Institute Library.,
KJ6ZZLEF,,none,0.000,,Run book 4-8 : Edit,
WKZH4LVF,,none,0.000,,I blame Jordan,
QUSNUXUS,,none,0.000,,Especias,
566FGEFI,,none,0.000,,Sierra suite : (overheard),
P4I22GHD,IGQAAHAS,title,0.950,,Brick wall,Brick wall
P7A32W3Q,,none,0.000,,Le petit poucet : une imagerie d'après un conte de Charles Perrault,
KBXCMHGF,,none,0.000,,Orison,
RZEMGHH9,,none,0.000,,Versus,
DJ65PKFX,,none,0.000,,Notes on breadth/notes on longing,
N9YFMRAC,,none,0.000,,Nada para el destino = Nothing for destiny,
BSBQ5LZA,,none,0.000,,I want a president,
XKE4K3W7,,none,0.000,,(rrr),
K9WR277H,,none,0.000,,In alphabetical order,
SN5C56PQ,,none,0.000,,Smile & nod,
FSM3KNIN,,none,0.000,,La búsqueda de la felicidad,
CZE89VUA,,none,0.000,,Insectario,
5PZKVJJW,,none,0.000,,Transmigration : structures of life and death.,
44IPMI22,,none,0.000,,Kajal.,
EQMBIS7A,,none,0.000,,How to spell the fight : fish and fire,
UQPSGCVU,,none,0.000,,Evidence of living,
AA4X6M4H,,none,0.000,,ما شاء الله بهت زبردست / Mā shāʼ Allāh buhut zabardast,
DJVUT7UH,,none,0.000,,Jmenuji se Hladový Bizon,
T5K32G4A,,none,0.000,,Calibán y la bruja [postales].,
LCVLCX9S,,none,0.000,,Caosmos,
6LZ6SUZY,,none,0.000,,Album primo-abrilesco,
FLGFS2LP,,none,0.000,,16 fotos que no tomé,
I3YYKYZI,K86CJU3Z,fuzzy,0.833,yes,Drawings,Drawing
4IYRE6P6,,none,0.000,,The photograph : an eidetic reduction,
ZNZHIV6Q,,none,0.000,,The architectural poetic of Clotilde Lauwerys,
YU2H7YY5,,none,0.000,,Branches and leaves,
SV2LB93R,,none,0.000,,River mouth,
WKPH2VG8,,none,0.000,,William points,
S2JZXXAA,,none,0.000,,"Natural selection, or, Everything you'll never know (in 1974)",
JM7KXHNI,,none,0.000,,Ink blot bug book,
TDCUTL4Y,,none,0.000,,Concerning roundabouts,
IQ94FDGZ,,none,0.000,,Thirtysix views of #mtfuji,
HNELRMZJ,,none,0.000,,H sapiens : there must be more to life,
39BHSX9B,,none,0.000,,JAB Hatch.,
KHVSQCUG,,none,0.000,,Colección 45 RPM.,
3CLJJJUE,,none,0.000,,Malovat slunce,
WXYMV79K,,none,0.000,,Quitonasto Form Chanmair Mao Tungest,
DWTPIG26,,none,0.000,,An inflammatory guide : banned & challenged books you should read,
6C2P9MX4,,none,0.000,,Manual de simbología para una afección cardiaca,
LS5PV84Z,,none,0.000,,Manual de simbología para una afección cardiaca,
6D2HLT6A,,none,0.000,,Libro postal,
8NUHR3R2,,none,0.000,,Diccionario de emociones oscuras = The dictionary of obscure sorrows,
7N2AGNCE,,none,0.000,,"Name, thing, thing : a primer in parallel typographies",
ZCRKMD8B,,none,0.000,,Taking receipts : a log of aggression for people of color,
77TUFTYU,,none,0.000,,A mistake is a beautiful thing,
KQ6DNBBQ,,none,0.000,,地図 / Chizu,
9PXADZ3T,,none,0.000,,Nic si o tom nemyslet,
3W95A2M6,,none,0.000,,A brief and exuberant history of Carnival = Una breve y exuberante historia de Carnival,
8UEXGY2S,,none,0.000,,The proposition of landscape,
PCTAHWMM,,none,0.000,,Audibility = Audibilidad,
QPXEI2VV,,none,0.000,,La guerra entre el maíz y el arroz,
L9858XFC,,none,0.000,,Pedro el esponjoso,
MMFXWFDT,,none,0.000,,Que luz estarias a ler?,
ZQ65SDKJ,,none,0.000,,José el glotón,
PMI9MHQ7,,none,0.000,,Dawn mission,
6AXLYZ3E,,none,0.000,,Hands on,
YITEDFE2,,none,0.000,,Museum Bhavan,
SEIS97FS,,none,0.000,,Nieve,
H9WMRFHW,,none,0.000,,"[Insects, an artist's book].",
9INHX9JM,,none,0.000,,"Obsessed : golf & marriage, a cautionary tale",
2MZUGSET,,none,0.000,,Re-membrance of the remembrance,
J458BVLL,,none,0.000,,Villa : A Visit to Villa Savoye and Drawn as if an Island,
DD4C6A5D,,none,0.000,,Niña cucaracha = Cockroach girl,
VKWNTXMD,,none,0.000,,Os acrobatas = The acrobats,
GBIF479G,,none,0.000,,¿Hay en portugués?.,
TFZNUIC7,,none,0.000,,Fábrica de conocimiento,
5F2VZ9LU,,none,0.000,,Escuela de Garaje : vol. intemperie.,
SSNZ28IZ,,none,0.000,,"Drogas, sexo, rock 'n' roll.",
ZQYVPMV8,,none,0.000,,Pornotapados,
DKYULI6R,,none,0.000,,Electro domésticos classificados,
8VVL4XQ7,,none,0.000,,Toma lá dá cá,
ZJMUWHNM,,none,0.000,,"Cadencia, carne candente : sorbo de cuerpos que no dejan de moverse, expandiéndose en una dimensión fugaz, relinchando palabras que definan el sueño de una vida imaginaria = Beat, blazing flesh : a sip of bodies which do not stop moving, spreading in a shooting dimension, neighing words which define the dream of an imaginary life",
6BE8RLEX,,none,0.000,,Edipo rey de Arkadi Avérchenko,
AF7HGVGQ,,none,0.000,,Se nos diría que publicar espacio es otra cosa,
N7842N3N,,none,0.000,,Jardines,
6PH8HALJ,,none,0.000,,Shallow learning,
4YQIWAKC,,none,0.000,,Deliberate operations 4 : no analog state,
WL9HTHU6,,none,0.000,,"Deliberate operations. Issue no. 3, Full empties",
NBAKPB78,,none,0.000,,A measure of silence : works on paper,
9F6Y5QBP,,none,0.000,,Sarah Crowner : Format.,
KILJAJ2D,,none,0.000,,A grocer's orgy,
YW4DQEJ3,,none,0.000,,Primer / Matthew Craven.,
MQ2WLD23,,none,0.000,,"José Martí, la berenjena sublime y el sordido pendejo",
